Minute,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10
1859,28,21,0,14,14,6,5,18,11,13
1860,25,17,6,34,20,7,2,19,18,10
1861,32,15,14,5,23,8,7,5,25,8
1862,19,22,4,6,23,4,11,27,20,7
1863,32,15,9,16,20,1,12,14,21,7
1864,31,19,2,28,20,3,14,8,18,13
1865,23,19,8,11,19,9,14,2,16,10
1866,24,29,2,25,20,1,9,3,17,10
1867,25,19,1,23,19,5,21,14,27,12
1868,30,21,6,25,20,1,5,3,22,8
1869,32,22,7,19,23,6,6,2,17,11
1870,30,16,9,22,23,3,6,7,26,9
1871,37,30,6,30,25,5,5,2,20,9
1872,30,25,2,24,23,9,10,2,24,10
1873,32,24,1,34,18,2,10,1,18,10
1874,34,22,1,26,18,11,14,8,19,11
1875,24,22,5,17,20,3,8,18,22,11
1876,25,19,3,13,26,6,10,91,23,11
1877,24,13,0,24,19,2,9,23,15,8
1878,31,24,6,18,17,4,10,20,16,10
1879,23,28,0,9,25,12,5,6,19,10
1880,31,19,4,8,17,1,4,2,20,10
1881,23,29,4,24,17,2,13,1,21,14
1882,24,22,0,29,22,3,12,6,23,11
1883,24,20,34,34,21,2,10,19,20,8
1884,28,17,10,9,17,1,13,1,21,7
1885,18,23,4,34,25,7,7,36,18,9
1886,33,19,2,29,18,1,7,3,28,10
1887,29,21,4,34,15,3,16,3,25,12
1888,44,27,0,9,18,5,16,1,17,7
1889,26,21,3,19,17,1,11,36,25,13
1890,22,11,6,5,20,9,13,1,19,10
1891,32,24,8,30,24,6,11,1,12,11
1892,33,32,5,6,23,5,6,12,18,11
1893,36,26,5,17,21,3,10,7,17,10
1894,25,21,2,17,21,1,7,6,15,10
1895,28,19,9,34,17,7,11,1,15,10
1896,38,19,8,24,24,2,17,2,18,5
1897,29,24,5,31,20,4,22,15,12,7
1898,27,17,5,5,19,4,14,7,13,9
1899,29,28,3,21,21,3,17,8,11,11
1900,41,17,3,25,23,1,7,34,16,11
1901,27,20,0,12,16,2,13,6,17,11
1902,25,21,4,30,23,1,15,3,25,10
1903,32,20,16,13,18,4,8,14,16,10
1904,34,15,7,14,20,3,20,6,17,9
1905,35,28,12,9,15,20,12,10,23,13
1906,31,16,12,24,23,6,14,0,21,11
1907,34,19,21,23,23,7,11,2,25,7
1908,25,16,4,17,21,2,8,8,19,10
1909,30,17,12,15,18,2,10,0,28,13
1910,37,23,0,33,21,3,22,5,27,7
1911,30,19,4,11,16,1,8,3,22,8
1912,42,24,5,9,22,5,7,2,26,8
1913,28,21,10,28,17,1,16,9,19,9
1914,28,13,17,15,25,1,11,2,13,7
1915,29,13,0,18,21,1,14,9,13,8
1916,22,31,0,30,18,5,3,1,15,10
1917,33,15,7,23,19,8,11,23,26,10
1918,30,21,11,24,14,1,5,1,19,9
1919,29,12,1,7,22,1,13,3,27,8
1920,36,25,0,9,23,5,13,4,15,11
1921,31,24,5,7,20,5,12,18,24,9
1922,36,27,3,25,25,4,17,4,16,11
1923,30,27,0,14,13,1,6,25,24,7
1924,26,23,7,24,20,5,18,27,23,8
1925,24,21,12,13,21,4,9,13,22,11
1926,29,25,2,13,20,8,4,1,25,9
1927,29,18,1,15,16,4,16,11,19,11
1928,23,27,0,5,24,2,19,14,19,11
1929,30,17,1,16,16,2,16,18,21,10
1930,30,29,3,7,23,13,11,15,20,10
1931,30,14,5,14,26,5,14,1,28,12
1932,31,16,0,14,19,10,15,11,20,11
1933,36,20,9,8,17,9,2,25,25,14
1934,28,21,3,20,19,5,8,3,20,7
1935,28,21,0,5,21,14,12,6,19,17
1936,25,14,1,8,24,2,10,2,17,9
1937,26,15,5,25,22,2,7,20,19,9
1938,31,17,2,15,19,2,15,36,14,7
1939,29,19,1,13,25,4,7,30,20,9
1940,38,24,13,32,17,2,11,4,15,12
1941,30,21,0,25,23,5,7,5,16,8
1942,27,18,2,12,18,4,16,11,18,12
1943,28,20,3,23,20,13,6,5,17,11
1944,26,14,0,6,21,8,8,9,15,13
1945,28,28,4,5,21,11,7,7,13,8
1946,33,24,2,19,18,4,9,8,23,9
1947,32,24,0,9,21,24,18,51,24,9
1948,30,18,4,5,15,8,22,0,23,8
1949,26,23,5,24,25,2,16,1,11,9
1950,20,21,1,7,20,6,18,27,14,12
1951,27,33,2,33,22,9,3,11,17,8
1952,27,19,0,18,23,1,8,10,24,13
1953,42,25,0,20,21,3,9,15,25,12
1954,32,21,2,18,27,1,8,6,26,6
1955,34,25,0,15,19,1,6,7,18,11
1956,29,20,6,13,18,2,8,3,13,11
1957,29,13,14,12,21,15,11,16,17,9
1958,24,26,3,21,23,5,13,4,24,5
1959,34,24,0,23,19,9,9,7,21,10
1960,33,26,2,22,21,1,10,7,22,8
1961,25,23,15,23,21,1,3,8,20,9
1962,28,27,6,19,22,3,9,7,18,7
1963,36,25,1,19,18,6,11,3,20,12
1964,33,22,7,7,18,2,12,5,25,14
1965,39,21,4,20,18,17,11,5,21,9
1966,26,19,0,30,23,22,14,5,26,9
1967,31,30,4,26,17,1,10,3,16,13
1968,30,18,6,21,19,3,5,12,25,12
1969,33,25,1,5,21,3,9,8,17,8
1970,31,13,6,29,22,5,16,9,26,9
1971,31,29,1,13,15,1,17,3,13,11
1972,26,31,2,16,12,1,13,27,24,12
1973,24,26,1,14,20,1,5,8,19,9
1974,33,18,9,12,26,1,9,13,26,12
1975,29,22,1,18,22,1,16,24,19,12
1976,29,22,9,24,21,3,14,4,19,9
1977,29,13,3,20,18,5,8,11,23,9
1978,18,16,3,27,16,1,12,7,15,10
1979,22,21,15,25,21,8,16,31,18,10
1980,34,26,1,15,20,1,12,2,14,12
1981,27,12,1,23,18,1,8,4,25,10
1982,35,19,1,14,21,4,10,2,24,11
1983,31,20,3,16,16,2,8,0,18,8
1984,16,34,3,11,20,2,7,8,22,11
1985,29,23,0,16,18,6,5,18,26,14
1986,39,18,8,33,22,22,7,24,22,8
1987,34,29,0,30,22,3,12,10,15,11
1988,36,23,9,10,19,9,11,15,17,12
1989,31,25,11,24,16,5,17,27,22,13
1990,22,18,0,10,20,5,18,10,14,9
1991,31,20,8,30,17,2,10,4,24,11
1992,38,18,15,34,17,3,15,6,19,12
1993,29,24,4,25,17,1,9,7,27,11
1994,25,24,15,22,15,2,11,10,17,8
1995,29,21,9,9,18,18,9,16,15,10
1996,20,21,6,31,23,8,17,12,16,9
1997,35,24,0,31,20,10,6,3,22,12
1998,28,20,2,15,30,7,11,2,27,10
1999,33,23,0,22,24,6,13,35,21,10
2000,31,16,2,25,15,1,7,2,16,10
2001,31,21,2,18,17,3,2,2,15,10
2002,29,31,2,27,26,8,10,7,15,11
2003,23,16,1,29,14,38,23,6,11,8
2004,29,21,0,31,17,5,15,1,24,8
2005,32,21,1,24,21,9,6,3,27,11
2006,38,24,0,25,21,4,12,12,16,8
2007,33,18,9,25,27,7,10,3,21,10
2008,28,24,4,9,12,5,5,36,23,11
2009,35,18,0,26,21,1,6,4,17,8
2010,38,20,9,17,24,6,18,3,23,10
2011,34,16,1,10,18,8,8,3,21,11
2012,17,21,2,15,15,5,13,4,18,9
2013,34,16,5,28,20,9,13,6,16,8
2014,23,25,7,29,13,8,4,7,18,7
2015,23,19,10,18,23,15,6,13,20,8
2016,36,20,2,21,22,1,5,9,23,11
2017,33,27,4,30,16,12,4,1,23,7
2018,29,14,0,18,19,4,15,7,21,12
2019,23,16,2,16,22,1,2,30,19,10
2020,30,20,0,14,16,3,7,4,18,8
2021,31,23,1,9,20,1,10,10,24,11
2022,33,24,6,28,23,2,10,14,22,10
2023,32,19,1,5,27,10,11,4,14,11
2024,30,21,0,14,19,7,4,27,21,11
2025,27,24,1,32,23,3,8,6,21,12
2026,38,16,6,9,19,3,16,6,14,10
2027,37,24,2,19,16,3,14,5,11,11
2028,26,18,2,32,19,1,11,3,16,9
2029,34,14,5,9,16,2,19,10,16,6
2030,36,20,7,22,18,2,10,17,21,10
2031,34,20,7,23,23,3,6,9,19,10
2032,30,23,2,7,15,4,13,6,25,10
2033,29,24,9,18,18,1,7,17,19,13
2034,45,15,1,18,21,3,7,12,15,11
2035,27,22,1,17,20,2,15,11,17,6
2036,30,17,2,31,19,9,12,27,14,10
2037,34,25,1,12,21,17,6,31,22,7
2038,26,20,11,29,21,3,13,9,25,9
2039,30,20,15,29,21,2,21,4,26,8
2040,36,24,2,22,27,7,13,16,18,6
2041,25,14,4,9,23,2,6,6,23,11
2042,27,14,1,16,19,3,7,25,26,9
2043,32,29,2,32,16,3,4,7,20,13
2044,25,13,6,14,17,2,11,10,24,6
2045,27,14,0,14,22,3,8,2,18,12
2046,22,20,0,9,24,5,10,4,24,9
2047,26,21,2,16,21,1,5,5,13,13
2048,29,24,2,10,18,5,16,2,12,11
2049,30,15,4,25,23,1,4,6,15,11
2050,39,20,20,29,19,4,12,36,25,9
2051,32,24,0,18,17,1,6,16,15,9
2052,33,27,2,15,22,11,8,8,14,10
2053,21,20,1,8,17,11,13,6,19,12
2054,39,18,4,10,23,1,12,11,15,11
2055,29,20,0,6,20,4,3,5,26,8
2056,35,14,2,20,19,2,17,29,20,8
2057,32,18,14,32,20,5,15,4,16,9
2058,29,20,0,30,19,13,9,35,15,13
2059,27,18,0,30,22,6,8,6,24,11
2060,24,23,0,7,24,3,7,26,15,13
2061,25,13,0,10,19,8,9,5,26,7
2062,30,20,1,29,19,5,6,3,25,10
2063,15,14,5,15,24,4,7,2,20,10
2064,32,19,6,31,23,1,20,4,19,6
2065,20,21,0,31,25,12,7,1,27,11
2066,31,19,8,29,18,1,15,1,12,8
2067,31,16,2,8,23,1,15,2,12,9
2068,26,26,14,22,20,8,17,7,10,10
2069,28,20,2,19,17,1,7,9,14,9
2070,28,15,12,16,18,4,15,1,14,9
2071,26,13,0,30,26,6,8,2,18,9
2072,23,16,5,7,21,1,11,4,21,9
2073,30,10,15,6,28,3,4,6,15,9
2074,30,17,7,30,21,4,10,15,16,10
2075,26,20,5,5,17,2,7,6,19,11
2076,29,16,1,6,25,4,11,4,19,6
2077,24,18,0,28,25,4,4,7,18,12
2078,30,22,7,33,22,4,12,1,24,8
2079,18,22,2,13,20,10,6,5,20,8
2080,26,23,3,7,19,1,9,13,14,9
2081,32,25,3,8,20,2,11,9,24,13
2082,30,16,3,12,17,7,6,19,27,10
2083,21,16,6,9,23,5,12,8,27,7
2084,21,18,0,10,20,2,12,13,24,5
2085,28,21,8,32,18,1,6,2,18,8
2086,30,22,5,14,25,5,12,5,26,7
2087,25,15,7,14,22,4,5,3,19,13
2088,29,15,4,7,24,3,12,5,22,12
2089,35,16,9,14,18,1,7,8,12,10
2090,37,16,0,17,17,5,15,32,18,15
2091,30,18,1,27,21,12,5,1,19,9
2092,30,19,4,19,14,2,9,32,14,11
2093,35,29,8,24,14,2,12,6,19,9
2094,31,18,7,15,19,9,10,4,25,6
2095,27,19,3,10,23,13,7,3,17,9
2096,31,22,5,28,20,21,10,29,21,8
2097,24,17,1,30,22,1,3,10,20,10
2098,34,25,2,18,19,8,15,1,20,10
2099,39,27,3,10,20,3,12,2,18,13
2100,31,16,0,23,18,2,4,15,12,12
2101,27,20,3,13,21,1,14,6,20,11
2102,32,23,4,24,23,8,4,26,22,13
2103,42,23,4,11,15,4,12,23,19,11
2104,33,20,1,21,23,20,11,4,22,11
2105,34,12,13,22,18,9,8,5,24,8
2106,32,25,0,7,15,13,5,34,24,7
2107,32,16,3,32,20,1,8,6,27,12
2108,28,20,0,10,17,4,12,20,17,10
2109,29,19,1,24,22,5,7,9,20,10
2110,30,25,4,9,16,2,7,1,27,12
2111,43,21,32,23,16,4,14,26,13,9
2112,28,22,0,7,16,5,7,14,18,15
2113,36,19,11,23,21,2,10,5,17,12
2114,30,24,0,24,18,13,10,5,22,8
2115,35,21,2,25,18,6,6,21,15,9
2116,29,13,14,20,19,7,14,0,15,10
2117,37,14,1,34,20,3,12,2,22,13
2118,25,17,0,5,18,7,6,23,21,10
2119,25,19,3,17,20,2,11,29,24,10
2120,25,18,8,15,21,7,12,43,19,11
2121,28,16,6,19,18,5,11,24,27,9
2122,33,13,7,15,20,7,6,21,21,11
2123,30,17,1,18,23,8,7,17,10,13
2124,29,12,5,7,19,2,7,7,26,8
2125,25,11,0,27,26,1,7,7,22,10
2126,40,20,0,25,22,6,11,21,27,12
2127,25,19,8,33,22,4,12,0,17,10
2128,27,14,0,9,19,1,9,2,20,9
2129,31,17,6,21,17,1,12,65,17,10
2130,26,20,2,18,14,3,7,3,24,12
2131,27,25,4,11,18,2,14,1,19,13
2132,28,24,18,16,24,9,12,9,22,7
2133,31,20,0,21,24,4,8,5,17,13
2134,38,18,2,25,21,3,10,2,19,12
2135,30,18,3,18,21,1,10,10,15,17
2136,31,20,15,7,15,5,18,7,18,9
2137,28,17,5,8,24,5,4,8,19,9
2138,28,24,7,27,26,3,7,7,24,8
2139,41,22,5,22,17,1,4,4,24,9
2140,33,19,7,17,19,4,2,0,13,13
2141,38,25,4,33,15,6,5,7,15,11
2142,31,25,0,15,17,4,19,8,16,9
2143,32,19,1,14,14,9,8,18,15,6
2144,18,20,1,34,26,1,13,3,18,11
2145,31,17,8,23,20,11,8,14,19,8
2146,24,15,0,22,24,2,7,10,24,9
2147,35,13,4,24,25,4,13,2,27,12
2148,26,17,1,17,23,2,4,9,14,9
2149,33,24,0,20,15,2,2,2,24,12
2150,37,17,1,16,21,2,7,10,18,7
2151,33,26,1,16,26,1,11,24,17,8
2152,19,13,0,24,17,6,5,22,26,10
2153,27,17,6,28,22,1,10,58,22,10
2154,22,23,0,14,18,2,3,5,24,8
2155,28,17,0,24,20,6,7,28,11,12
2156,25,25,6,9,21,1,20,5,20,10
2157,41,14,11,14,19,5,7,15,26,10
2158,24,23,11,19,11,14,6,16,24,12
2159,27,20,2,19,22,10,8,9,16,8
2160,45,28,0,8,21,2,4,1,19,9
2161,28,27,0,30,27,19,10,25,26,10
2162,33,19,0,19,16,1,12,5,15,9
2163,35,18,2,27,20,1,16,3,19,12
2164,37,22,0,25,15,1,10,2,22,10
2165,31,16,4,8,21,8,20,4,19,12
2166,26,22,14,16,19,3,7,2,19,9
2167,36,24,0,19,18,5,5,7,15,8
2168,19,19,7,18,18,7,11,1,19,8
2169,29,22,3,23,20,1,10,10,25,12
2170,38,23,2,9,23,7,24,18,16,10
2171,27,17,0,17,18,6,18,36,20,9
2172,31,22,6,23,19,6,12,4,15,11
2173,23,15,6,8,15,9,10,11,22,14
2174,29,17,1,7,20,14,11,8,23,9
2175,31,17,3,23,15,3,8,8,19,8
2176,22,16,1,19,17,1,9,33,14,8
2177,36,17,2,7,22,12,10,4,23,10
2178,29,23,6,16,21,24,16,9,14,14
2179,20,19,1,33,16,1,11,6,11,9
2180,28,15,6,26,19,1,12,5,15,8
2181,21,25,5,22,21,1,5,19,28,9
2182,36,22,2,10,21,1,11,3,17,11
2183,23,22,1,18,19,3,10,8,15,9
2184,32,20,3,12,17,1,10,1,12,7
2185,28,14,1,15,15,1,9,8,20,8
2186,34,15,1,18,21,18,7,12,12,13
2187,31,15,7,16,19,1,13,2,21,10
2188,27,19,3,10,24,3,4,14,22,9
2189,25,15,0,9,20,1,7,50,20,8
2190,30,26,7,22,26,7,13,15,14,9
2191,23,24,1,23,19,4,19,3,15,13
2192,33,21,5,21,18,7,9,10,21,12
2193,22,18,1,27,19,2,13,96,13,10
2194,35,25,1,18,20,2,4,4,19,10
2195,29,17,7,14,16,4,2,12,18,14
2196,31,7,5,27,22,9,12,3,18,15
2197,34,17,10,9,18,7,4,0,14,12
2198,35,22,9,15,25,9,12,0,23,10
2199,29,23,2,27,25,11,8,5,21,10
2200,35,27,2,17,29,9,6,26,18,9
2201,30,22,18,12,21,2,8,2,16,12
2202,28,13,13,33,18,6,7,1,20,8
2203,29,15,0,21,24,25,8,12,24,12
2204,35,18,0,9,20,1,13,5,27,12
2205,33,17,0,10,15,1,7,12,11,10
2206,36,19,3,25,17,1,12,11,25,7
2207,35,13,3,6,27,18,9,3,15,10
2208,24,14,5,23,20,2,10,21,18,14
2209,31,18,0,16,20,1,7,3,17,12
2210,17,12,2,27,19,1,8,14,11,6
2211,36,26,0,23,22,3,11,3,12,10
2212,35,18,4,6,21,1,2,1,23,12
2213,34,25,1,22,22,1,14,8,20,12
2214,33,27,5,10,22,1,14,52,19,9
2215,34,13,4,21,24,1,5,98,19,5
2216,37,15,3,18,23,5,9,11,19,11
2217,35,15,9,8,21,9,5,9,13,8
2218,17,11,21,14,17,11,11,4,20,10
2219,22,26,0,23,16,15,11,4,11,7
2220,26,16,11,7,25,9,7,15,20,9
2221,22,15,15,14,23,6,2,6,10,10
2222,27,22,0,17,14,3,5,21,23,6
2223,24,12,8,7,20,1,5,0,27,6
2224,30,19,14,22,15,1,9,6,14,6
2225,39,19,0,7,20,2,6,2,12,8
2226,31,24,3,6,22,8,6,24,18,10
2227,32,17,4,28,27,6,10,9,20,8
2228,23,17,5,26,20,14,8,22,19,13
2229,32,16,4,25,17,22,6,6,19,8
2230,25,22,0,18,26,25,7,19,28,9
2231,25,17,3,16,23,1,12,6,26,7
2232,35,16,2,15,18,5,10,39,20,9
2233,36,28,4,20,21,3,15,6,25,11
2234,27,18,4,14,18,3,18,12,19,8
2235,20,31,6,6,17,2,9,2,15,14
2236,31,25,0,32,22,3,11,1,23,9
2237,34,16,3,12,18,1,11,10,20,12
2238,32,19,5,26,24,1,11,1,16,8
2239,44,17,2,8,22,2,4,13,22,6
2240,33,19,1,33,24,2,8,8,21,9
2241,22,11,3,33,18,12,9,49,18,9
2242,33,25,10,9,19,5,17,19,26,10
2243,34,18,4,22,16,6,13,7,21,6
2244,26,18,6,23,20,2,3,6,14,12
2245,25,23,0,32,11,16,6,25,24,9
2246,30,10,2,11,17,13,15,4,27,12
2247,33,19,1,23,21,3,11,15,13,10
2248,32,16,6,19,19,4,10,52,18,12
2249,28,27,9,19,21,1,6,10,13,12
2250,31,20,8,27,21,1,13,17,17,13
2251,38,26,1,12,22,8,13,9,22,6
2252,27,15,4,32,17,1,8,22,27,13
2253,28,17,3,27,17,8,9,4,18,10
2254,31,19,0,34,25,1,5,6,19,7
2255,32,17,0,9,16,2,9,4,14,9
2256,24,24,3,33,20,2,12,12,22,12
2257,26,17,5,28,24,2,13,6,15,9
2258,38,17,1,12,16,2,11,18,22,14
2259,20,18,0,33,19,4,11,7,26,12
2260,27,16,1,25,23,4,16,8,19,10
2261,19,15,5,23,24,7,11,5,19,9
2262,35,22,14,16,16,2,14,21,23,8
2263,28,20,0,8,19,4,6,8,25,10
2264,27,23,0,27,21,10,8,30,21,10
2265,28,21,1,21,18,3,8,25,24,7
2266,29,18,0,11,19,2,13,2,19,9
2267,29,16,1,29,22,10,10,38,19,11
2268,33,17,1,22,24,2,10,23,22,11
2269,33,21,0,26,20,2,5,14,20,13
2270,27,16,2,10,24,3,10,7,24,10
2271,18,17,25,29,24,3,17,21,21,10
2272,25,28,1,25,20,9,9,1,15,10
2273,21,31,7,5,25,7,12,3,18,14
2274,31,18,1,11,20,4,17,17,16,4
2275,29,22,0,9,21,7,12,46,15,7
2276,31,26,4,31,24,3,9,15,11,10
2277,26,25,2,25,16,12,5,3,23,7
2278,27,11,5,15,19,3,13,8,27,5
2279,40,18,13,22,23,3,5,29,25,7
2280,27,24,0,9,24,3,5,29,19,13
2281,26,16,2,24,8,2,6,0,15,10
2282,22,14,13,6,22,3,4,10,19,11
2283,36,18,6,32,19,7,3,29,20,8
2284,31,17,1,26,21,8,12,1,17,11
2285,27,14,0,20,18,2,2,6,16,9
2286,27,27,5,32,18,12,14,16,18,6
2287,29,17,2,15,14,1,10,16,18,8
2288,28,18,0,26,26,12,7,6,15,7
2289,30,21,2,25,20,20,5,3,15,8
2290,22,17,1,24,19,2,18,8,13,10
2291,29,27,2,11,21,1,14,7,20,7
2292,33,20,0,16,22,1,6,5,22,10
2293,34,27,1,26,20,3,13,1,23,14
2294,36,18,9,26,18,16,15,2,17,9
2295,27,18,0,25,18,1,12,1,24,5
2296,32,17,9,12,23,4,11,2,19,13
2297,31,26,3,5,19,11,11,50,24,9
2298,23,17,2,26,23,10,6,8,16,9
2299,24,21,0,15,22,6,12,3,27,10
2300,35,16,4,28,22,3,8,5,18,10
2301,27,18,9,7,20,10,10,41,16,12
2302,30,18,11,26,18,3,11,10,22,11
2303,24,20,5,25,27,7,8,20,18,7
2304,28,25,8,18,22,3,8,2,24,10
2305,29,27,0,12,17,3,8,8,19,11
2306,33,17,9,20,28,1,8,23,15,9
2307,29,13,0,15,21,4,7,8,14,11
2308,36,20,3,20,17,1,8,8,18,9
2309,19,19,0,14,13,10,9,4,11,7
2310,44,20,1,7,18,2,8,5,11,9
2311,30,20,17,29,24,3,8,7,28,7
2312,35,19,2,6,23,3,7,24,18,13
2313,23,33,1,26,16,2,10,11,29,12
2314,25,18,2,21,23,10,21,3,20,9
2315,32,28,8,26,22,1,10,11,20,11
2316,22,17,14,21,21,2,5,2,21,11
2317,28,13,4,28,23,6,7,3,12,10
2318,18,17,2,16,24,1,8,2,15,12
2319,28,18,12,17,12,2,9,4,16,9
2320,43,13,1,33,17,7,7,6,28,12
2321,27,20,0,15,18,1,9,7,18,12
2322,29,14,13,10,19,5,7,32,19,7
2323,32,13,0,5,21,8,10,4,23,13
2324,34,21,6,12,19,1,8,4,22,10
2325,22,19,4,25,21,18,12,8,22,9
2326,22,23,1,21,21,15,11,21,22,9
2327,28,23,3,19,22,1,10,6,24,13
2328,25,23,2,11,26,2,5,1,16,11
2329,26,12,0,30,17,12,13,3,20,11
2330,33,23,8,27,18,1,14,28,25,10
2331,24,19,1,29,23,4,11,7,18,12
2332,30,15,4,27,18,4,8,24,18,10
2333,33,22,9,34,16,8,10,5,12,8
2334,35,29,15,30,20,1,7,96,18,9
2335,29,14,3,19,20,2,8,2,24,13
2336,31,18,0,7,20,2,5,1,14,12
2337,32,15,6,26,16,2,11,4,20,9
2338,24,18,1,24,19,1,9,6,15,9
2339,29,24,2,8,23,2,6,7,20,9
2340,24,17,5,17,21,1,6,5,20,11
2341,27,24,5,19,15,1,1,23,16,8
2342,34,25,1,23,16,5,14,10,23,11
2343,31,14,4,21,15,1,10,19,20,10
2344,33,18,1,28,22,1,8,64,19,12
2345,25,18,0,28,19,2,5,23,13,12
2346,26,23,1,13,16,2,12,4,23,10
2347,33,30,7,14,18,1,5,25,28,13
2348,26,22,9,25,19,2,8,1,20,7
2349,35,30,6,32,21,5,5,7,21,8
2350,29,23,3,12,22,2,6,3,19,12
2351,31,17,1,13,23,1,10,10,24,12
2352,31,13,0,32,19,4,9,13,16,8
2353,32,12,17,10,22,8,8,26,15,9
2354,27,17,1,14,19,5,1,11,26,8
2355,34,21,8,19,21,3,11,0,13,10
2356,31,22,1,30,15,3,6,19,19,13
2357,30,20,1,23,21,14,9,4,15,8
2358,35,22,3,26,21,1,8,7,13,15
2359,27,21,3,12,22,4,7,1,17,6
2360,26,15,9,14,24,3,18,4,21,12
2361,24,25,1,25,24,9,7,5,22,9
2362,39,17,5,14,17,2,7,8,27,9
2363,29,20,0,27,18,8,20,5,17,11
2364,28,19,16,21,20,4,4,4,26,10
2365,26,21,5,30,18,17,18,20,14,10
2366,38,13,1,26,13,6,5,9,27,12
2367,31,21,12,21,24,12,11,7,15,9
2368,26,24,21,20,20,7,8,7,21,11
2369,20,24,12,32,18,13,15,20,15,13
2370,30,12,2,34,22,12,9,8,17,7
2371,35,30,7,33,19,10,10,3,21,10
2372,30,25,11,22,17,18,12,1,28,11
2373,25,12,2,17,24,13,10,5,24,6
2374,28,28,3,18,18,1,9,7,15,10
2375,34,22,5,28,25,11,8,2,11,11
2376,24,21,5,29,22,1,13,2,12,14
2377,27,24,5,9,19,3,5,16,18,9
2378,25,20,4,19,20,5,14,3,25,9
2379,30,16,0,9,22,1,8,4,19,8
2380,29,25,4,22,23,4,12,6,16,15
2381,26,21,0,5,23,8,7,6,25,12
2382,27,20,4,33,27,1,19,15,25,9
2383,29,19,1,34,21,15,15,6,23,10
2384,36,24,9,10,14,3,16,6,20,10
2385,24,20,1,5,15,5,4,20,21,12
2386,34,12,1,23,23,2,13,13,22,9
2387,27,26,4,20,25,20,11,48,20,11
2388,30,22,9,30,17,1,5,14,17,8
2389,37,17,2,10,17,2,4,9,20,7
2390,38,23,1,8,23,6,8,6,13,8
2391,16,23,15,20,22,3,10,19,29,10
2392,23,15,2,32,20,2,12,12,20,9
2393,27,11,3,32,15,2,8,6,20,8
2394,31,16,1,23,22,6,12,12,13,7
2395,30,19,1,8,15,4,10,14,19,10
2396,22,20,0,9,22,9,12,17,14,7
2397,33,24,0,6,20,3,10,2,18,8
2398,27,20,2,8,22,9,16,3,14,11
2399,27,19,7,12,20,1,7,2,22,13
2400,35,24,2,31,18,9,7,2,12,16
2401,33,21,7,30,24,6,6,22,18,10
2402,31,22,2,10,21,2,7,7,13,9
2403,27,32,1,12,21,2,9,0,12,11
2404,30,22,9,17,20,1,6,5,18,14
2405,28,14,5,6,23,5,9,18,21,6
2406,29,17,4,19,25,4,13,5,20,7
2407,36,22,0,5,22,1,7,2,21,11
2408,21,17,0,18,14,1,6,2,22,9
2409,22,22,12,14,18,9,10,4,13,8
2410,25,12,10,6,20,1,6,12,25,11
2411,34,18,5,32,19,5,12,16,27,9
2412,31,22,3,30,25,1,13,2,16,10
2413,26,24,14,5,23,3,13,4,16,13
2414,35,21,1,22,18,1,18,7,17,12
2415,26,17,0,21,27,5,1,34,25,10
2416,31,21,2,33,27,1,15,11,14,13
2417,32,18,3,24,19,14,3,4,26,9
2418,22,20,1,21,21,3,12,16,26,13
2419,26,15,2,6,23,3,23,2,16,10
2420,25,16,9,8,17,9,6,3,13,10
2421,28,21,4,24,17,6,7,2,18,15
2422,26,15,5,19,23,7,12,1,14,10
2423,32,17,0,22,17,1,8,1,17,9
2424,22,19,0,10,14,1,8,7,17,12
2425,27,29,2,15,15,12,17,10,18,10
2426,25,19,3,23,22,6,6,41,19,12
2427,19,21,4,17,21,10,9,1,22,6
2428,32,24,2,28,19,2,12,9,24,9
2429,25,18,4,12,23,3,17,1,17,10
2430,27,18,1,6,26,12,4,5,17,9
2431,31,17,3,22,21,2,11,0,22,11
2432,28,17,5,15,22,2,7,8,18,12
2433,30,14,0,28,22,5,10,8,20,11
2434,34,26,2,5,22,6,3,6,25,10
2435,23,18,2,18,25,3,8,1,19,9
2436,37,25,22,20,23,1,8,2,11,8
2437,34,19,2,34,23,2,7,19,14,11
2438,31,18,3,31,22,4,5,8,14,10
2439,30,19,1,10,21,3,12,3,15,10
2440,26,27,4,34,16,5,12,2,17,11
2441,22,19,4,5,26,12,13,10,19,15
2442,28,18,4,30,21,2,9,25,18,10
2443,32,17,1,14,22,2,9,14,15,12
2444,26,17,1,12,16,1,7,3,21,9
2445,30,14,5,7,16,21,18,29,20,9
2446,27,16,4,20,16,2,11,14,19,10
2447,33,19,0,34,21,21,10,9,18,11
2448,25,15,4,24,17,9,8,33,26,10
2449,37,28,0,22,23,2,6,8,24,8
2450,21,20,12,8,20,5,10,3,15,8
2451,22,14,3,16,22,2,21,3,19,10
2452,29,15,0,29,27,2,10,7,20,9
2453,35,23,1,26,19,3,6,9,17,8
2454,35,27,2,9,20,1,13,3,20,10
2455,32,14,3,6,15,4,12,4,20,7
2456,38,18,2,7,20,6,14,4,23,12
2457,34,16,1,28,15,4,7,20,25,7
2458,23,25,4,29,22,1,7,2,18,10
2459,30,22,0,9,21,7,9,13,18,13
2460,27,12,4,32,20,4,10,11,26,11
2461,36,24,2,32,19,4,13,24,17,12
2462,30,18,1,25,21,6,6,6,20,11
2463,38,17,8,25,16,25,14,8,24,11
2464,28,32,1,28,15,9,9,21,22,12
